"Area","Perimeter","MajorAxisLength","MinorAxisLength","AspectRation","Eccentricity","ConvexArea","EquivDiameter","Extent","Solidity","roundness","Compactness","ShapeFactor1","ShapeFactor2","ShapeFactor3","ShapeFactor4","Y"
28810,620.445,223.5549278,164.5262473,1.358779718,0.677031038,29134,191.5255369,0.803491745,0.988878973,0.94047346,0.856726974,0.00775963,0.002578639,0.733981108,0.997318643,0
33281,686.947,252.0290034,169.1351504,1.490104232,0.741372276,33791,205.8511241,0.740087616,0.984907224,0.886257184,0.816775535,0.007572759,0.002078954,0.667122275,0.994081725,0
46898,815.81,306.6800226,195.4145372,1.569381823,0.770703808,47348,244.3611838,0.795204829,0.990495903,0.885495049,0.796795245,0.006539299,0.001625915,0.634882663,0.996373311,1
44995,787.485,293.8005367,195.4877427,1.502910273,0.746508644,45409,239.3520698,0.806795768,0.990882865,0.911778905,0.8146754,0.006529626,0.001774216,0.663696008,0.997475548,1
51258,876.705,341.7381768,192.132569,1.778658239,0.826986653,52033,255.4676351,0.693312774,0.985105606,0.838039625,0.74755369,0.006667021,0.001284343,0.55883652,0.99397918,1
35368,692.123,256.012242,176.3743858,1.451527334,0.724828355,35704,212.2072954,0.798735321,0.99058929,0.927798792,0.82889511,0.007238528,0.002107795,0.687067103,0.99729668,0
31972,663.164,253.7896426,160.8282722,1.578016347,0.773573166,32272,201.7622728,0.740915832,0.990704016,0.913561489,0.794998057,0.007937872,0.001955907,0.632021911,0.997340907,0
42334,781.93,290.8127545,185.6955519,1.566072808,0.769588705,42863,232.1665843,0.70242915,0.987658353,0.870088478,0.798337008,0.006869484,0.00172127,0.637341979,0.998123942,1
40362,760.534,277.919317,185.9394585,1.494676381,0.743225365,40984,226.6947165,0.732217042,0.984823346,0.876890316,0.815685354,0.006885668,0.001880254,0.665342597,0.994471865,1
30900,701.895,256.91668,153.6367611,1.672234419,0.801494398,31444,198.3509565,0.797213622,0.982699402,0.788177524,0.772043903,0.008314456,0.001822139,0.596051789,0.996738317,0
44660,789.111,281.059078,204.2789814,1.375859015,0.686829412,45388,238.4593845,0.714365693,0.983960518,0.901264755,0.848431533,0.006293307,0.002011527,0.719836067,0.990392942,1
44760,803.168,309.2182633,185.214073,1.669518187,0.800767571,45285,238.7262072,0.705837828,0.988406757,0.871941098,0.772031395,0.006908362,0.001513891,0.596032475,0.995087057,1
23482,572.86,207.7726742,144.5310198,1.437564576,0.718409026,23791,172.9109915,0.712547413,0.987011895,0.899182716,0.832212379,0.008848168,0.002618001,0.692577444,0.9956248,0
36926,716.403,262.2363601,179.6527043,1.459685013,0.72846849,37348,216.8309098,0.796488428,0.988700868,0.904122626,0.826852957,0.007101673,0.00204764,0.683685812,0.997965934,0
48836,844.94,314.3703168,198.4752855,1.583926764,0.77550427,49455,249.3590311,0.706692714,0.987483571,0.859603566,0.793201577,0.006437266,0.001571866,0.629168742,0.99655721,1
45395,804.02,298.7957659,193.693778,1.542619329,0.76142921,45898,240.4136209,0.707021151,0.989040917,0.882437957,0.804608527,0.006582129,0.001701707,0.647394881,0.998683857,1
36930,722.957,265.8682106,177.827434,1.495091082,0.743392376,37447,216.8426535,0.711026396,0.986193821,0.887900371,0.815602035,0.007199248,0.001965079,0.665206679,0.994544573,1
33533,721.635,265.4840587,161.2999252,1.645903173,0.794266783,34242,206.6289952,0.699843473,0.979294434,0.809183643,0.778310367,0.007917098,0.001792079,0.605767027,0.997033873,0
45849,803.351,300.5580158,195.1588122,1.540068893,0.760513943,46301,241.6128306,0.70089429,0.990237792,0.892748347,0.803880841,0.006555389,0.001688671,0.646224407,0.995230107,1
32284,675.377,260.3947754,158.1645121,1.646353989,0.794394018,32700,202.7443352,0.726871552,0.987278287,0.88941545,0.778603699,0.008065753,0.001828481,0.606223719,0.998058839,0
32719,665.104,236.926363,176.2648811,1.344149564,0.668218777,33133,204.1056703,0.808275692,0.987504904,0.929460133,0.861473024,0.007241247,0.00246014,0.74213577,0.997541472,0
45914,805.448,301.5564443,194.5008749,1.550411763,0.764191055,46466,241.7840368,0.779471683,0.988120346,0.889364887,0.801787,0.006567854,0.001674323,0.642862394,0.996701417,1
29600,642.141,232.8524714,162.5145147,1.432810305,0.716166865,30013,194.1336924,0.714285714,0.986239296,0.902071112,0.833719699,0.007866638,0.002344494,0.695088537,0.995930018,0
45541,798.635,301.602174,193.1000045,1.561896255,0.768168784,46045,240.7999213,0.745779088,0.989054186,0.897254714,0.798402472,0.006622652,0.001659966,0.637446508,0.995625313,1
26038,618.657,230.3408572,144.2018142,1.59735062,0.77979365,26411,182.0785854,0.785412645,0.985877097,0.854904541,0.79047455,0.008846334,0.002130564,0.624850014,0.998104557,0
41428,762.051,292.3692207,181.0081983,1.615226401,0.785305652,41854,229.6688221,0.721126564,0.989821761,0.896469992,0.785543778,0.007057285,0.001657674,0.617079027,0.996722336,1
57790,920.668,360.9603498,204.70254,1.763340845,0.823645275,58342,271.2572825,0.735981457,0.990538549,0.856754633,0.751487754,0.006246069,0.00122878,0.564733844,0.995818254,1
25923,592.238,206.9527184,159.8836204,1.294395998,0.634940424,26269,181.6760543,0.746286274,0.986828581,0.928758036,0.877862614,0.007983363,0.002924636,0.770642769,0.997516916,0
44855,799.527,307.1641886,186.6307029,1.645839531,0.794248811,45387,238.9794129,0.740707102,0.988278582,0.881768248,0.778018473,0.006847936,0.001547744,0.605312744,0.996247643,1
25396,595.917,219.0418528,148.1542613,1.478471499,0.736558158,25749,179.8198862,0.755046826,0.98629073,0.898677012,0.820938482,0.008625053,0.002416484,0.673939992,0.99640107,0
25684,599.595,226.9274963,144.6189366,1.569140955,0.77062293,26050,180.8366237,0.814434297,0.985950096,0.897752287,0.796891636,0.008835364,0.002197866,0.635036279,0.996461433,0
37583,717.057,259.2028285,185.1352856,1.400072534,0.699891979,38057,218.7513698,0.799638298,0.987544998,0.918531276,0.843938977,0.00689681,0.002158103,0.712232996,0.997177856,0
35252,695.347,238.7839017,188.9907436,1.263468767,0.611205582,35668,211.8590107,0.795935877,0.988336885,0.916200353,0.887241599,0.006773627,0.002589218,0.787197655,0.99459965,0
49337,838.788,321.5989933,195.9150595,1.641522577,0.793023899,49905,250.6348328,0.736571019,0.988618375,0.8812075,0.779339606,0.006518414,0.001483299,0.607370222,0.997011932,1
43869,801.01,305.0147379,183.7608456,1.659846181,0.798144952,44362,236.3382017,0.682722236,0.988886885,0.859194964,0.774841909,0.006952854,0.001545949,0.600379984,0.996538423,1
32885,667.373,242.9053379,172.7362749,1.406220772,0.703064696,33249,204.6227808,0.724977954,0.989052302,0.927834347,0.842397218,0.007386509,0.002294493,0.709633073,0.997900767,0
27875,616.012,222.6462814,159.8193731,1.393111968,0.696231421,28270,188.3920176,0.791071885,0.986027591,0.923094993,0.846149401,0.007987311,0.002525623,0.715968809,0.997424716,0
41182,763.149,287.8889629,182.4093582,1.578257638,0.773652522,41640,228.9859186,0.743934823,0.989000961,0.888584267,0.795396657,0.00699065,0.001725967,0.632655842,0.998493915,0
35478,704.863,266.3310211,170.1117344,1.565624042,0.769436806,35885,212.5370381,0.697973638,0.988658214,0.897345244,0.798018335,0.007506934,0.001877993,0.636833263,0.997041468,0
26849,597.794,213.151365,160.702667,1.326371049,0.656946907,27159,184.8924242,0.807950408,0.988585736,0.944136691,0.86742313,0.007938894,0.00277245,0.752422887,0.997991934,0
22162,568.07,219.33739,129.5762069,1.692728899,0.806845832,22502,167.9807572,0.727601037,0.984890232,0.863008564,0.765855549,0.009897003,0.00210025,0.586534722,0.992844273,0
27664,616.891,222.8562688,158.5669993,1.40543915,0.70266445,28011,187.6776459,0.716498316,0.98761201,0.91349878,0.842146586,0.008055822,0.002499427,0.709210872,0.996752726,0
31991,666.561,252.1849516,161.9232936,1.557434672,0.76663638,32385,201.8222145,0.757416483,0.987833874,0.904811018,0.80029444,0.007882997,0.001994667,0.64047119,0.997492038,0
38980,792.671,285.1876623,175.2521433,1.627299141,0.788905008,40039,222.7798857,0.699167743,0.973550788,0.779589102,0.781169437,0.007316256,0.001680543,0.61022569,0.993019741,0
27806,612.108,222.7477683,159.5157076,1.396400215,0.697969923,28083,188.1587064,0.82125347,0.990136381,0.932593258,0.84471646,0.008010781,0.002515929,0.713545898,0.996395645,0
40609,754.396,282.3668969,183.4200674,1.539454766,0.760292708,40994,227.387301,0.759785212,0.990608382,0.89667158,0.805290222,0.006953308,0.001803769,0.648492341,0.998324625,1
37808,736.267,281.5460568,173.2103669,1.625457308,0.78836212,38822,219.4051975,0.763520336,0.973880789,0.876441427,0.779287055,0.007446732,0.001694086,0.607288315,0.987121229,0
37560,722.862,280.5802493,171.0444468,1.640393795,0.792701704,37925,218.684424,0.791820386,0.990375742,0.903284707,0.779400633,0.007470188,0.001700413,0.607465347,0.996482387,0
34036,682.042,246.1563003,176.5725174,1.394080483,0.696745206,34425,208.1729597,0.767527342,0.988700073,0.919445815,0.845694217,0.007232234,0.002281947,0.715198709,0.997044562,0
28814,628.443,236.4423025,155.5729145,1.519816629,0.753040547,29137,191.5388322,0.773322598,0.988914439,0.91681483,0.810086986,0.008205813,0.002179857,0.656240925,0.997365871,0
34045,681.927,252.1676497,172.3621003,1.463011006,0.729930045,34400,208.200481,0.749460661,0.989680233,0.919999159,0.825643104,0.007406892,0.002123172,0.681686535,0.997314903,0
28987,649.391,241.042983,154.3733699,1.561428523,0.768008893,29451,192.1129738,0.696551724,0.984245017,0.863774947,0.79700712,0.008315555,0.002069759,0.63522035,0.991851173,0
30529,644.616,242.4491161,160.7713409,1.508036909,0.748518646,30858,197.156613,0.702591365,0.989338259,0.923252051,0.813187593,0.0079416,0.002142154,0.661274061,0.997225691,0
32131,663.45,242.5844506,169.1960022,1.433748123,0.716611473,32562,202.2633427,0.794142363,0.986763712,0.91731334,0.833785274,0.007549857,0.002250792,0.695197884,0.996738661,0
38404,734.438,279.9279238,175.9157134,1.591261624,0.777864387,39072,221.1277718,0.686472186,0.982903358,0.894697135,0.789945386,0.00728903,0.001750805,0.624013713,0.992969074,0
27475,629.537,235.8705626,148.9636302,1.583410408,0.775336614,27891,187.0354418,0.680208952,0.985084794,0.871174279,0.792957967,0.008584916,0.00209371,0.628782338,0.995620498,0
30605,643.371,233.1947529,167.5795038,1.391546983,0.695398141,30904,197.4018649,0.75653829,0.990324877,0.929135996,0.846510749,0.007619499,0.002413438,0.716580448,0.997155361,0
44546,787.039,293.8289361,193.8645897,1.515640048,0.751452438,45117,238.154842,0.773300929,0.987344017,0.90370372,0.810522085,0.006596079,0.001756002,0.656946051,0.995693744,1
31143,653.535,246.5538433,161.2615623,1.528906454,0.756440724,31470,199.1293528,0.801003086,0.989609152,0.916289284,0.807650573,0.00791683,0.002077902,0.652299448,0.997304836,0
47264,820.003,302.6105823,199.8204105,1.514412774,0.750982636,47983,245.3128489,0.74186156,0.985015526,0.883302491,0.810655223,0.00640256,0.001705604,0.65716189,0.995214361,1
22777,563.861,204.878906,141.8015588,1.444828306,0.721778845,23071,170.2955581,0.772049353,0.987256729,0.90024822,0.831201032,0.008994991,0.002648529,0.690895155,0.998224877,0
37859,726.206,275.876004,175.149627,1.575087591,0.772606382,38271,219.5531278,0.743018075,0.989234669,0.902109667,0.795839887,0.007286933,0.001803131,0.633361125,0.997599249,0
52042,855.807,324.4187556,204.9598344,1.58284064,0.775151383,52560,257.413932,0.725465596,0.990144597,0.892919225,0.79346193,0.006233787,0.00152418,0.629581835,0.996527714,1
35715,768.158,273.4600607,167.0878574,1.636624378,0.791619982,36609,213.245751,0.784462309,0.975579775,0.760605397,0.779805835,0.007656729,0.001746501,0.608097141,0.995226605,0
49325,829.603,308.0005853,204.4361713,1.506585568,0.747952247,49788,250.6043506,0.806596677,0.99070057,0.900609099,0.813648943,0.00624431,0.001688156,0.662024602,0.997396712,1
48813,836.893,325.653675,191.5711291,1.699909984,0.80866717,49327,249.3003046,0.800344319,0.989579743,0.875801114,0.765538128,0.006671454,0.001413408,0.586048625,0.996229909,1
40574,755.384,279.5383619,186.0400771,1.502570662,0.746374574,41130,227.2892899,0.716361518,0.986481887,0.893556721,0.813088008,0.006889593,0.001857478,0.661112109,0.99336766,1
42980,770.916,284.5934234,192.7101153,1.47679546,0.735852515,43434,233.9312626,0.714998669,0.989547359,0.908787106,0.821984077,0.006621531,0.001864626,0.675657824,0.997808407,1
30833,646.993,239.170384,164.282561,1.455847672,0.726766076,31162,198.1357991,0.777158845,0.989442269,0.925606686,0.828429489,0.007756961,0.002253687,0.686295419,0.999141588,0
31049,645.82,240.0487768,164.8330843,1.456314294,0.726974023,31337,198.8286062,0.753323952,0.990809586,0.935479987,0.828284188,0.007731289,0.002244653,0.686054696,0.999111261,0
23811,571.519,198.3351751,153.2939151,1.293822882,0.634523805,24175,174.1180829,0.75153868,0.984943123,0.91606471,0.877898148,0.008329561,0.003051957,0.770705158,0.997155969,0
31093,668.238,254.2949545,155.8707782,1.631447263,0.790119606,31472,198.9694378,0.775599292,0.98795755,0.875004232,0.782435649,0.008178527,0.001890817,0.612205545,0.99878106,0
28547,632.851,224.4680577,163.4534937,1.373283939,0.685384315,28958,190.6493359,0.725003175,0.985807031,0.895709948,0.849338378,0.007863105,0.002524043,0.72137568,0.990653635,0
50570,848.081,326.2476291,198.0516655,1.647285461,0.794656515,51069,253.7473621,0.792285517,0.990228906,0.883543936,0.777775344,0.006451407,0.0014563,0.604934486,0.996499784,1
46274,834.059,318.9300788,185.9829343,1.714835181,0.812367066,46945,242.7300696,0.663940542,0.985706678,0.835898143,0.761076128,0.006892209,0.00142643,0.579236873,0.993295768,1
39645,741.562,272.8872,185.805614,1.468670371,0.732387575,40105,224.6721651,0.789237936,0.988530108,0.90594817,0.823315146,0.006883269,0.001950918,0.67784783,0.995535024,1
30718,650.284,235.4233445,166.8635017,1.410873811,0.705428981,31143,197.7659534,0.790804243,0.986353274,0.912844206,0.840043938,0.007664019,0.002354205,0.705673818,0.995616709,0
46860,816.488,310.3916742,192.4268974,1.613036838,0.784642389,47295,244.2621646,0.774814398,0.99080241,0.883308757,0.786948185,0.006623809,0.001567011,0.619287446,0.998933463,1
31657,658.62,245.2135012,164.8976287,1.487065055,0.740128436,32029,200.7658942,0.783104515,0.988385526,0.917085424,0.818739153,0.007745949,0.002147023,0.6703338,0.996829969,0
44881,798.989,297.0799661,192.9850312,1.539393829,0.760270738,45433,239.0486645,0.795085743,0.987850241,0.883467929,0.804661006,0.006619281,0.001711758,0.647479335,0.996725693,1
33657,674.773,243.0825677,176.6233701,1.376276353,0.687062568,34029,207.0106842,0.774935531,0.989068148,0.928901948,0.851606457,0.007222348,0.002343225,0.725233557,0.998121795,0
38730,727.406,269.0956667,183.6507878,1.46525735,0.730909899,39151,222.064332,0.741783498,0.989246763,0.919821598,0.825224482,0.00694799,0.001987593,0.680995445,0.997833581,0
42080,771.343,296.381604,181.4648433,1.633272862,0.790650636,42469,231.4690477,0.761284487,0.990840378,0.888772298,0.78098318,0.007043289,0.0016163,0.609934728,0.996189839,1
52377,888.1,346.0571882,194.580319,1.77847991,0.826948324,53242,258.2411037,0.738224101,0.983753428,0.834500774,0.74623823,0.006607045,0.001263854,0.556871496,0.990384769,1
38035,727.098,272.166538,178.5378062,1.524419638,0.754771883,38448,220.0628685,0.749975352,0.989258219,0.904081088,0.808559605,0.007155687,0.001886597,0.653768635,0.996617746,0
32508,674.073,250.5413872,165.818335,1.510938988,0.749645044,32951,203.4464822,0.700452489,0.986555795,0.899054981,0.812027444,0.007707069,0.002067054,0.659388569,0.996295898,0
42678,779.318,288.7268216,188.7602614,1.529595369,0.756695338,43156,233.107952,0.688521416,0.988923904,0.883048401,0.807365075,0.006765238,0.001773139,0.651838365,0.997048944,1
38811,726.395,268.1523399,184.9020916,1.450239624,0.72424644,39206,222.2964237,0.791657318,0.989925011,0.92431288,0.828993041,0.006909184,0.002012844,0.687229462,0.996647396,0
37131,712.145,264.3183472,179.6517455,1.471281821,0.733509279,37483,217.4319607,0.800685729,0.990609076,0.920046232,0.822613954,0.007118536,0.002010734,0.676693717,0.995607164,0
29938,637.143,230.8104163,165.4635775,1.394931862,0.697195657,30268,195.2389446,0.781548582,0.989097397,0.926741936,0.845884461,0.007709614,0.002434762,0.715520522,0.998102374,0
32898,676.984,244.5141073,171.9040188,1.422387382,0.711146988,33296,204.6632223,0.705239239,0.988046612,0.90203326,0.837020099,0.007432492,0.00225039,0.700602646,0.996528364,0
45320,803.555,302.5886455,191.5670753,1.57954411,0.774074871,45915,240.2149374,0.779927032,0.987041272,0.881999928,0.79386633,0.006676713,0.001635807,0.63022375,0.995466212,1
52663,879.681,337.3990861,200.9331953,1.679160507,0.803328855,53503,258.9451953,0.820871327,0.984299946,0.855194769,0.767474501,0.006406758,0.001371115,0.58901711,0.989054269,1
56642,921.327,352.3944833,207.0553753,1.701933518,0.809175507,57583,268.5495006,0.642250519,0.983658371,0.838534328,0.762070672,0.006221434,0.001294349,0.580751709,0.988400799,1
36591,699.564,258.3017795,180.6185192,1.430095766,0.714873432,36899,215.8451023,0.725004953,0.99165289,0.939570209,0.835631496,0.007059162,0.002123206,0.698279996,0.998607266,0
46963,815.744,305.1533386,196.539155,1.552633818,0.764969195,47472,244.5304659,0.750891387,0.98927789,0.886865825,0.801336361,0.006497739,0.001652728,0.642139963,0.997008223,1
28259,615.509,221.2986926,162.7623504,1.359643014,0.677538644,28604,189.6852032,0.761595472,0.98793875,0.937341484,0.857145611,0.007831087,0.002607476,0.734698599,0.998927818,0
28488,626.458,223.0923398,162.9172243,1.369360058,0.683160646,28869,190.4522201,0.780236635,0.986802452,0.912195458,0.853692333,0.007831099,0.002565712,0.7287906,0.997976739,0
45961,827.282,321.2061009,184.4441348,1.741481784,0.81869849,47044,241.9077566,0.722112242,0.976978998,0.843902325,0.753123169,0.006988666,0.001386878,0.567194508,0.987758903,1
46425,801.859,298.7195889,198.3687661,1.505880158,0.747676207,46899,243.125782,0.780409494,0.989893175,0.907331023,0.813892999,0.006434455,0.00174165,0.662421813,0.997527865,1
37881,730.471,273.7763156,176.7037243,1.549352266,0.763818571,38382,219.6169101,0.801714286,0.986947006,0.892124243,0.80217644,0.007227273,0.001846009,0.64348704,0.996988104,1
26322,602.187,222.06245,151.3356152,1.467350892,0.73181788,26670,183.0688704,0.715972147,0.986951631,0.912149443,0.824402641,0.008436382,0.002403773,0.679639715,0.997269943,0
24256,573.98,212.1768045,145.921687,1.454045721,0.725960608,24494,175.7375839,0.708121679,0.990283335,0.925199796,0.828260112,0.008747395,0.002539367,0.686014813,0.997496904,0
39003,746.686,285.1940553,174.9220023,1.63040699,0.789816053,39523,222.8456012,0.67860809,0.986843104,0.879087004,0.78138235,0.007312106,0.001681422,0.610558377,0.995458646,0
50181,846.314,307.4656482,208.9943326,1.471167397,0.733460291,50693,252.7695266,0.704710145,0.989899986,0.880412349,0.822106561,0.006127133,0.001726432,0.675859197,0.994302016,1
31214,654.173,244.1560666,163.1201745,1.496786448,0.74407331,31553,199.3562117,0.728737189,0.989256172,0.916587773,0.8165114,0.007822005,0.002144603,0.666690866,0.997893853,0
29652,637.766,234.7056284,161.3935243,1.454244397,0.726049607,30044,194.3041404,0.736238361,0.98695247,0.916096302,0.827863148,0.007915339,0.002293419,0.685357392,0.996677148,0
48170,816.592,304.2564165,202.1297847,1.505252761,0.747430283,48649,247.6528798,0.724687829,0.99015396,0.907770925,0.813961075,0.006316305,0.001710241,0.662532631,0.997279072,1
31706,655.576,239.022397,169.246283,1.412275607,0.70613514,32019,200.9212109,0.809322034,0.990224554,0.927054416,0.840595749,0.007538712,0.002321805,0.706601214,0.997915658,0
42965,771.052,274.0402662,200.5162301,1.366673741,0.681623022,43491,233.8904381,0.804783936,0.987905544,0.908149492,0.853489311,0.006378221,0.002087717,0.728444005,0.995545293,1
30848,647.564,241.4743515,163.1920414,1.47969441,0.73707109,31184,198.1839889,0.741093093,0.989225244,0.924424575,0.820724801,0.007827877,0.002190857,0.673589198,0.996706171,0
36670,717.172,273.8378844,171.0149475,1.601251168,0.781015497,37023,216.0779815,0.803637957,0.990465386,0.895930091,0.789072637,0.007467627,0.00178579,0.622635626,0.996996024,1
38970,749.433,276.1799258,180.1700486,1.532884783,0.75790516,39525,222.7513076,0.78870674,0.985958254,0.871915995,0.806544165,0.007086988,0.001849925,0.65051349,0.99716223,1
37680,720.633,267.3188703,180.3057567,1.482586442,0.738277654,38077,219.0334816,0.724838412,0.989573758,0.911785048,0.819371567,0.00709445,0.001972523,0.671369764,0.99536371,0
33749,675.062,245.5270646,175.6801661,1.397579875,0.698589575,34086,207.2934186,0.756704036,0.990113243,0.930643717,0.844279302,0.007275092,0.002280147,0.712807539,0.996205471,0
31056,646.703,235.3317725,168.2782575,1.398468085,0.699054738,31392,198.8510179,0.779459378,0.989296636,0.933137474,0.844981601,0.007577659,0.002382889,0.713993906,0.99849769,0
25665,594.833,226.610965,144.6611192,1.566495312,0.769731568,25962,180.7697234,0.795665923,0.988560203,0.911509132,0.797709517,0.008829572,0.002205457,0.636340474,0.996824369,0
30966,654.058,248.1586784,159.2498566,1.558297657,0.766934053,31276,198.5626746,0.726867283,0.990088247,0.909625129,0.800143988,0.008013908,0.002026267,0.640230401,0.997669534,0
41711,766.51,290.5573503,183.4972522,1.583442514,0.775347045,42124,230.4519357,0.827599206,0.990195613,0.892123164,0.793137518,0.006965965,0.001700415,0.629067122,0.996091626,1
28354,628.104,231.7005474,156.448003,1.481006744,0.73761972,28720,190.0037738,0.775334974,0.987256267,0.903152484,0.820040246,0.008171706,0.002279466,0.672466004,0.995926687,0
50811,854.095,320.1436939,202.9152101,1.577721521,0.773476142,51326,254.3512817,0.702216756,0.989966099,0.875296612,0.794490994,0.006300677,0.001548542,0.63121594,0.995882973,1
53561,883.94,345.2874781,198.121381,1.742807749,0.819004739,54079,261.1436066,0.795440707,0.990421421,0.861416065,0.756307782,0.006446621,0.001301087,0.57200146,0.996888578,1
48478,837.905,332.5086584,186.5632334,1.78228396,0.827763057,49088,248.4433671,0.692325269,0.987573338,0.867690803,0.74717864,0.00685896,0.001318669,0.55827592,0.995006217,1
48165,833.024,321.2918859,191.6179182,1.676731951,0.802688687,48695,247.6400264,0.695021645,0.989115926,0.872220723,0.7707634,0.006670651,0.00145222,0.594076219,0.996106578,1
40766,770.917,286.1000458,182.6409041,1.566462054,0.769720328,41300,227.8264324,0.785653716,0.987070218,0.861971127,0.796317357,0.007018104,0.001740782,0.634121333,0.993327006,1
52566,867.632,333.9816708,201.8821809,1.654339523,0.796627268,53332,258.7066097,0.756073355,0.985637141,0.877493023,0.774613197,0.006353568,0.001411033,0.600025605,0.992646072,1
45167,808.98,301.9347082,191.7693079,1.574468362,0.772401128,45807,239.8091127,0.711425781,0.986028336,0.867272428,0.794241623,0.006684852,0.0016409,0.630819756,0.993205748,1
42259,797.038,302.5359773,179.271758,1.687583034,0.805523789,42834,231.960837,0.709043624,0.986576084,0.835932143,0.766721496,0.00715909,0.001526118,0.587861852,0.992065688,1
37477,715.262,265.2159798,180.1360707,1.47230912,0.733948435,37785,218.4426662,0.805264289,0.991848617,0.92054363,0.823640666,0.007076767,0.002008934,0.678383947,0.998790872,0
29708,641.595,226.5666379,167.6910498,1.35109559,0.67245272,30162,194.4875327,0.710887772,0.984947948,0.906904042,0.858412053,0.007626452,0.00255438,0.736871252,0.9955835,0
